id,split,label,challenge,n_sets,min_pages,max_pages,has_sentence_only_set,modality_summary,set_pages,strict_multi_article,lenient_multi_article,has_sentence_only_multi_page_set
25133,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
30815,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
29744,train,SUPPORTS,Multi-hop Reasoning,2,1,2,1,sentence-only|table-only,2|1,0,1,1
60379,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
84076,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
43736,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
9167,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
4520,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
14645,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
39834,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
54607,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
9171,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
50274,train,REFUTES,Other,2,1,1,1,table-only|sentence-only,1|1,0,0,0
79107,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
34702,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
40311,train,REFUTES,Multi-hop Reasoning,1,1,1,0,table-only,1,0,0,0
74267,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
64765,train,SUPPORTS,Multi-hop Reasoning,2,1,1,0,table-only|table-only,1|1,0,0,0
72037,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
92657,train,SUPPORTS,Search terms not in claim,1,2,2,1,sentence-only,2,1,1,1
64718,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
85748,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
26221,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
30126,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
60741,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
8292,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
1647,train,REFUTES,Other,3,1,1,1,sentence-only|table-only|sentence-only,1|1|1,0,0,0
18976,train,SUPPORTS,Numerical Reasoning,1,1,1,0,mixed,1,0,0,0
73691,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
47303,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
87949,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
91065,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
32402,train,REFUTES,Other,3,1,1,1,table-only|sentence-only|table-only,1|1|1,0,0,0
81849,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
16951,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
36572,train,SUPPORTS,Multi-hop Reasoning,1,1,1,0,mixed,1,0,0,0
86182,train,SUPPORTS,Search terms not in claim,1,1,1,1,sentence-only,1,0,0,0
94674,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
70666,train,SUPPORTS,Multi-hop Reasoning,1,1,1,0,mixed,1,0,0,0
26028,train,SUPPORTS,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
64552,train,REFUTES,Other,2,1,1,0,table-only|table-only,1|1,0,0,0
7378,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
90018,train,NOT ENOUGH INFO,Multi-hop Reasoning,1,5,5,1,sentence-only,5,1,1,1
23173,train,SUPPORTS,Numerical Reasoning,1,2,2,0,mixed,2,1,1,0
76790,train,SUPPORTS,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
76860,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
86665,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
72303,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
90779,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
88126,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
47613,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
81840,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
62975,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
19131,train,SUPPORTS,Entity Disambiguation,2,2,2,0,mixed|mixed,2|2,1,1,0
22361,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
62247,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
65393,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
41886,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
48815,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
75790,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
13809,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
9015,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
14714,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
59627,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
70293,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
24333,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
5562,train,SUPPORTS,Numerical Reasoning,1,1,1,0,mixed,1,0,0,0
66270,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
75186,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
18284,train,REFUTES,Multi-hop Reasoning,1,3,3,0,mixed,3,1,1,0
32803,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
94187,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
56344,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
67231,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
64060,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
88474,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
45967,train,SUPPORTS,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
35192,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
86817,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
34943,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
57140,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
10133,train,SUPPORTS,Other,2,1,1,0,mixed|mixed,1|1,0,0,0
66952,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
95158,train,NOT ENOUGH INFO,Search terms not in claim,1,2,2,0,mixed,2,1,1,0
23758,train,SUPPORTS,Combining Tables and Text,1,2,2,0,mixed,2,1,1,0
35339,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
60464,train,SUPPORTS,Combining Tables and Text,1,2,2,0,mixed,2,1,1,0
5654,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
71449,train,REFUTES,Other,2,1,1,1,table-only|sentence-only,1|1,0,0,0
20586,train,SUPPORTS,Combining Tables and Text,2,1,1,1,table-only|sentence-only,1|1,0,0,0
94117,train,SUPPORTS,Multi-hop Reasoning,1,1,1,0,table-only,1,0,0,0
84782,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
41982,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
77623,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
89587,train,REFUTES,Numerical Reasoning,2,1,1,0,table-only|table-only,1|1,0,0,0
87249,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
71131,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
62729,train,NOT ENOUGH INFO,Entity Disambiguation,1,1,1,0,table-only,1,0,0,0
93960,train,REFUTES,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
62887,train,SUPPORTS,Other,2,1,1,1,sentence-only|mixed,1|1,0,0,0
63103,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,table-only,2,1,1,0
65174,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
62433,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
58085,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
69672,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
432,train,SUPPORTS,Numerical Reasoning,1,2,2,0,mixed,2,1,1,0
55172,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
19702,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
87137,train,REFUTES,Other,2,1,1,0,table-only|table-only,1|1,0,0,0
49035,train,REFUTES,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
72930,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
17402,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
79906,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
23210,train,REFUTES,Entity Disambiguation,1,1,1,0,mixed,1,0,0,0
24947,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
56942,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
95367,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
57356,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
56515,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
21213,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
71534,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
37579,train,NOT ENOUGH INFO,Other,1,2,2,0,mixed,2,1,1,0
88588,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
40691,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
24786,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
23701,train,SUPPORTS,Other,1,2,2,0,mixed,2,1,1,0
22390,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
67599,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
30235,train,SUPPORTS,Other,1,2,2,0,mixed,2,1,1,0
12085,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
46743,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
71445,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
19673,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
46973,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
51302,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
53419,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
72496,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
61608,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
70617,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
41553,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
40137,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
25603,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
2697,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
38571,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
83083,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
60941,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
63628,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
25718,train,SUPPORTS,Multi-hop Reasoning,1,4,4,1,sentence-only,4,1,1,1
42293,train,NOT ENOUGH INFO,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
37898,train,NOT ENOUGH INFO,Other,1,1,1,0,mixed,1,0,0,0
19178,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
44718,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
52432,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
22295,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
83078,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
79944,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
84830,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
42937,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
43741,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
66339,train,NOT ENOUGH INFO,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
36888,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
12606,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
21586,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
6646,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
52026,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
58707,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
73796,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
63989,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
46071,train,REFUTES,Multi-hop Reasoning,1,1,1,0,table-only,1,0,0,0
6136,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
72079,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
15499,train,NOT ENOUGH INFO,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
41117,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
49993,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
77500,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
82449,train,SUPPORTS,Combining Tables and Text,1,2,2,0,mixed,2,1,1,0
35032,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
36758,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
82186,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
35849,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
78910,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
50318,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
61447,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
71281,train,REFUTES,Numerical Reasoning,1,1,1,1,sentence-only,1,0,0,0
7225,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
72168,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
38869,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
60009,train,SUPPORTS,Other,2,1,1,0,table-only|table-only,1|1,0,0,0
25397,train,REFUTES,Multi-hop Reasoning,1,1,1,0,table-only,1,0,0,0
39833,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
50211,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
88100,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
75871,train,REFUTES,Search terms not in claim,1,1,1,1,sentence-only,1,0,0,0
62716,train,REFUTES,Multi-hop Reasoning,1,3,3,0,mixed,3,1,1,0
85939,train,SUPPORTS,Other,2,1,3,0,mixed|mixed,1|3,0,1,0
49787,train,REFUTES,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
47585,train,REFUTES,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
16362,train,SUPPORTS,Other,3,1,1,0,table-only|table-only|table-only,1|1|1,0,0,0
51974,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
47400,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
4262,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
78457,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
34177,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
77027,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
14006,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
38319,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
54545,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
74614,train,SUPPORTS,Other,2,1,2,1,sentence-only|mixed,1|2,0,1,0
18125,train,SUPPORTS,Multi-hop Reasoning,2,1,1,1,sentence-only|sentence-only,1|1,0,0,0
42438,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
49126,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
46291,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
84619,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
5862,train,REFUTES,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
54272,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
50743,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
84058,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
48004,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
31879,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
22495,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
30518,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
23923,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
41353,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
53119,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
59836,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
76365,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
73297,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
71841,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
61762,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
58293,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
78709,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
21297,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
53328,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
19790,train,SUPPORTS,Multi-hop Reasoning,2,2,2,1,sentence-only|mixed,2|2,1,1,1
86259,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
54501,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
93715,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
12716,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
93387,train,REFUTES,Other,1,1,1,0,mixed,1,0,0,0
39392,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
55054,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
39435,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
61568,train,SUPPORTS,Numerical Reasoning,2,1,1,0,mixed|table-only,1|1,0,0,0
58343,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
42230,train,SUPPORTS,Numerical Reasoning,1,2,2,0,mixed,2,1,1,0
84145,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
6238,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
40359,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
75814,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
86254,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
40961,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
6330,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
63441,train,REFUTES,Other,1,1,1,0,mixed,1,0,0,0
57423,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
12855,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
26379,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
51509,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
44781,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
79517,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
50879,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
50697,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
80312,train,SUPPORTS,Other,1,2,2,0,mixed,2,1,1,0
38701,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
8823,train,REFUTES,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
49621,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
76492,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
78648,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
77799,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,table-only,2,1,1,0
22433,train,SUPPORTS,Other,1,2,2,0,mixed,2,1,1,0
83076,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
6567,train,REFUTES,Numerical Reasoning,2,1,1,0,table-only|table-only,1|1,0,0,0
69589,train,NOT ENOUGH INFO,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
83651,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
7252,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
86888,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
23214,train,SUPPORTS,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
77457,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
72910,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
5825,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
58323,train,REFUTES,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
60639,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
30182,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
2989,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
49797,train,SUPPORTS,Multi-hop Reasoning,1,3,3,0,mixed,3,1,1,0
43901,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
34228,train,REFUTES,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
9214,train,SUPPORTS,Combining Tables and Text,1,2,2,0,mixed,2,1,1,0
49483,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
13030,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
69780,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
84055,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
83003,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
4901,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
62868,train,REFUTES,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
18236,train,REFUTES,Other,2,1,1,1,sentence-only|sentence-only,1|1,0,0,0
21828,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
71926,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
14409,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
72541,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
17801,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
83990,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
60532,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
36663,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
36915,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
46846,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
52804,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
55558,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
31221,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
42226,train,SUPPORTS,Numerical Reasoning,1,1,1,1,sentence-only,1,0,0,0
78068,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
35229,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
77925,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
90178,train,SUPPORTS,Other,1,2,2,1,sentence-only,2,1,1,1
88396,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
11729,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
33174,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
23283,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
68413,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
49476,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
81525,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
75898,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
31788,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
19467,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
26842,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
70050,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
11139,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
62756,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
77172,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
19078,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
25825,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
73263,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
53022,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
74108,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
61128,train,NOT ENOUGH INFO,Multi-hop Reasoning,1,3,3,0,mixed,3,1,1,0
88316,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
29757,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
22047,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
85932,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
14831,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
23186,train,SUPPORTS,Multi-hop Reasoning,2,2,2,1,sentence-only|mixed,2|2,1,1,1
87055,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
78779,train,REFUTES,Search terms not in claim,1,1,1,1,sentence-only,1,0,0,0
17218,train,SUPPORTS,Numerical Reasoning,1,1,1,0,mixed,1,0,0,0
33751,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
